title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
Shoot to Kill,"[-1.0937905311584473, 0.1628875434398651, -0.5249739289283752, 0.0632748231291771, 0.08401836454868317, 0.4845377206802368, 0.00048525325837545097, 0.48147183656692505, -0.42264607548713684, 0.8966769576072693, 0.027433162555098534, 0.3432656228542328, 0.27632591128349304, 0.883577823638916, -0.3402828872203827, -0.9813583493232727, -0.9268456697463989, 0.14037466049194336, -0.47626349329948425, 0.144022136926651, -0.1599404662847519, -0.20497886836528778, 0.016683852300047874, -0.22202230989933014, 1.1163076162338257, 0.4623648226261139, -0.8141818642616272, 0.6712713837623596, -0.2528347373008728, 0.5889073014259338, -0.0747186690568924, -0.3968163728713989, -0.7375437021255493, 0.750232994556427, 0.30590012669563293, 0.4017098546028137, 0.6521017551422119, 0.01957043632864952, -0.5336824655532837, 0.04364895075559616, 0.12003693729639053, 1.0131309032440186, 0.00985812395811081, -0.015544561669230461, 0.17862853407859802, -0.18052206933498383, -0.017790159210562706, -0.12261126935482025, 0.46227338910102844, -0.359063059091568, 1.006047248840332, 0.22619399428367615, -1.1085413694381714, -0.12654940783977509, -0.2689586579799652, -0.5232089161872864, 0.33300915360450745, 1.1390430927276611, -0.055289674550294876, -0.26977187395095825, -0.06349117308855057, 0.28451815247535706, 0.1536528766155243, -0.29090121388435364]",0,0,11.966972,20.844599
Shopgirl,"[-1.2188528776168823, 0.3763314187526703, -0.2732628285884857, -0.1500576287508011, 0.045565105974674225, 0.4184567928314209, 0.3716663122177124, -0.36148664355278015, -0.188651904463768, 0.5242928862571716, 0.17541174590587616, 0.3799576163291931, 1.2092885971069336, 0.5464653968811035, -0.3202095031738281, -0.3134020268917084, 0.0816630944609642, 0.004215111956000328, 0.02816401794552803, 0.5578172206878662, -0.29634255170822144, -0.33461615443229675, -0.5766885280609131, 1.2256643772125244, 0.3345511257648468, 0.053000036627054214, -0.7344970107078552, 0.26122766733169556, -0.013288069516420364, 0.8869568705558777, -0.8190447688102722, -1.062364101409912, -0.17429645359516144, -0.11953409761190414, 0.09576786309480667, -0.35829681158065796, 1.004770278930664, -0.6478276252746582, -0.5333383679389954, 0.3977032005786896, 0.3992674648761749, 0.12527847290039062, -0.41729894280433655, 0.10543643683195114, -0.1617046445608139, -0.14212225377559662, -0.09340150654315948, -0.09188932925462723, -0.3034564256668091, -0.7050653696060181, 0.42844879627227783, 0.04373107850551605, 0.02069140411913395, 0.2739947736263275, -0.4445762634277344, 0.5170853734016418, -0.9153907895088196, 0.7368711233139038, -0.07397334277629852, -1.038818359375, -0.5753955245018005, 0.7499710917472839, -0.8929139971733093, 0.044073592871427536]",0,1,12.161157,-4.5616765
Signs,"[-0.7995643615722656, 0.44065308570861816, -0.7265331745147705, -0.16738875210285187, -0.5865456461906433, 0.3541651964187622, -0.07126228511333466, -0.09154656529426575, 0.5861172080039978, 0.7688314914703369, -0.6090637445449829, 0.37422317266464233, 0.20586849749088287, 0.8789215683937073, -0.3635607957839966, 0.16405385732650757, -0.2574981451034546, 0.9714539647102356, -0.5414243340492249, 0.549875020980835, 0.021984366700053215, 0.27508544921875, 0.10218612849712372, 1.1943881511688232, -0.09691179543733597, 1.2544777393341064, 0.08349241316318512, 0.2167111188173294, -0.6494765281677246, 1.3333615064620972, 0.4530313014984131, -0.5724743008613586, 0.3407168388366699, -0.41164857149124146, 0.2077496349811554, -0.2240050882101059, 1.3217313289642334, -0.25942569971084595, -0.47597602009773254, 0.6746487021446228, 0.564202606678009, 1.0965956449508667, 0.8965686559677124, -0.1352619081735611, -0.38721609115600586, 0.1445177048444748, -0.29664701223373413, -1.2036212682724, 0.5546898245811462, 0.02569562941789627, 0.6751721501350403, -0.368711918592453, -0.19238153100013733, 0.2031945139169693, -0.22475335001945496, 0.45078045129776, 0.10389440506696701, 0.19808946549892426, -0.301582008600235, -0.809628963470459, -0.11446734517812729, 0.4332604706287384, -0.2429393082857132, -0.08809185773134232]",0,1,24.863203,-5.6587796
Simon Birch,"[-1.033252477645874, 0.4316667318344116, -0.512347936630249, 0.9144812226295471, 0.23087164759635925, -0.30748966336250305, 0.4634905755519867, -0.533523678779602, -0.22693651914596558, 0.4550996720790863, 0.2887885868549347, -0.5852957963943481, 0.048424698412418365, 0.33103644847869873, 0.4540366232395172, -1.1084580421447754, -0.8519768118858337, 0.376345157623291, -0.28434136509895325, 0.9533960223197937, -0.15715740621089935, -0.8461098074913025, -0.8484542369842529, 0.17869138717651367, 0.5127261281013489, 0.45892205834388733, -0.7037081718444824, -0.17266590893268585, -0.3353258967399597, 0.2695342004299164, -0.5130302309989929, 0.07928569614887238, -0.4338946044445038, 0.4284489154815674, 0.08213438093662262, -0.34036126732826233, 0.6456329226493835, -0.5706223845481873, -0.5426722764968872, 0.02119201421737671, 0.32536762952804565, 0.4325268566608429, 0.3942258358001709, -0.48300477862358093, 0.265461266040802, -1.3941423892974854, 0.257864385843277, -0.08140658587217331, 0.5710707306861877, -0.27842652797698975, -0.29308369755744934, 0.739662230014801, -0.4465084671974182, 0.2888564467430115, -0.7845919132232666, 0.42850974202156067, -0.53119295835495, 0.22057312726974487, 0.04537323862314224, -0.7243736982345581, -0.43377697467803955, 0.5764873027801514, -0.12428958714008331, -0.2780892252922058]",0,4,1.1708642,-14.005195
Sister Act,"[-1.037568211555481, -0.35806557536125183, -0.2922811210155487, 0.7156262397766113, 0.6308107972145081, 0.40609434247016907, -0.21928764879703522, 0.08495557308197021, -0.18442325294017792, 1.0462578535079956, -0.10295688360929489, 0.11336638778448105, 0.7783888578414917, 0.3527492582798004, -0.7145777344703674, -0.9697456359863281, -0.5718766450881958, 0.25444477796554565, 0.05918039381504059, 0.07317925244569778, 0.46631598472595215, -0.6252228021621704, -0.03437177464365959, 0.18411868810653687, -0.0241234190762043, 0.48983532190322876, -0.5691283941268921, -0.08042323589324951, -1.5843955278396606, 0.1659800410270691, -0.5602657794952393, -0.5142010450363159, -0.6245278716087341, 0.12489531189203262, -0.1687721461057663, 0.3674507737159729, 0.9477643966674805, -0.4410190284252167, -0.636436939239502, -0.31818318367004395, 0.3123452961444855, 0.8158809542655945, 0.6942924857139587, -0.5517048239707947, 0.31159862875938416, -0.6090366840362549, -0.14000530540943146, -0.5725876688957214, -0.026497075334191322, 0.02124447375535965, -0.060306210070848465, 0.20934255421161652, -0.7327209711074829, 0.7418410181999207, -0.4405573904514313, 0.88565593957901, -0.5319935083389282, 0.06770174950361252, 0.21511170268058777, -0.299777626991272, -0.18379682302474976, 0.9203261137008667, -0.3240499198436737, 0.4506048262119293]",0,4,10.137275,-9.674509
Sister Act 2: Back in the Habit,"[-0.950495719909668, 0.010698379017412663, -0.17279048264026642, -0.3882879316806793, 0.791566789150238, 0.7357925176620483, 0.461738258600235, -0.354385107755661, -1.1221590042114258, 0.21696509420871735, -0.9227526783943176, 0.22141601145267487, 0.9087801575660706, 0.35485222935676575, 0.3472895622253418, 0.21141968667507172, 0.028272589668631554, -0.023170139640569687, -0.07814126461744308, -0.28862690925598145, 0.13908910751342773, -0.3034907877445221, -0.33204713463783264, 0.18680943548679352, 0.41103580594062805, 1.103393793106079, -0.8125971555709839, -0.3137582838535309, -0.13301260769367218, -0.41371434926986694, -0.41202136874198914, -0.5392564535140991, 0.06278242915868759, 0.1846553236246109, -0.22664891183376312, -0.036144062876701355, 0.8768998980522156, -1.0324172973632812, -0.4222879409790039, -0.32216450572013855, 0.16638559103012085, 0.753511905670166, 0.13678446412086487, -0.12256301194429398, -0.1522347331047058, -0.5930363535881042, -0.029041845351457596, -1.0027681589126587, 0.3672404885292053, -0.6189926862716675, 0.1719030737876892, -0.620510995388031, -0.339003324508667, 0.0058974456042051315, -0.7525407671928406, 0.1432039886713028, -0.4729861915111542, 1.1193013191223145, 0.5753823518753052, -0.16472017765045166, -1.0008535385131836, 0.6866813898086548, -0.3643206059932709, 0.03427605703473091]",0,1,19.404325,4.749146
Six Days Seven Nights,"[-1.0643092393875122, 0.0904453694820404, -0.08348724991083145, -0.26263532042503357, 0.7027990818023682, 1.2920221090316772, 0.03601410239934921, 0.27852103114128113, 0.08762417733669281, 0.1200672909617424, 0.7017970681190491, -0.47115832567214966, 1.0604841709136963, 0.2160913348197937, -0.34790563583374023, 0.3135366439819336, -0.3017371594905853, 0.6018818616867065, -0.6563078761100769, 0.45802661776542664, -0.6316739916801453, -0.6335136294364929, 0.6995207071304321, 0.18731768429279327, 0.32867106795310974, -0.2104140967130661, -1.0113946199417114, -0.0032378057949244976, 0.2899019420146942, 0.35841506719589233, -0.29778969287872314, -0.7774008512496948, -0.4629637598991394, 0.17163726687431335, -0.292841374874115, 0.050170063972473145, 0.8410010933876038, 0.0901540145277977, 0.19007210433483124, 0.3551315665245056, 0.1962641477584839, 0.35267552733421326, 0.5587418079376221, 0.48965728282928467, 0.13491934537887573, -0.27941909432411194, -0.7888298630714417, -0.3791942000389099, 0.7692898511886597, -0.06912892311811447, -0.29255226254463196, 0.31491819024086, -1.211236834526062, 0.4553070664405823, -0.434920072555542, 0.31689032912254333, -0.20321762561798096, 0.996660053730011, 0.03487299010157585, -1.2629228830337524, 0.26519352197647095, 0.7712562680244446, -0.6139594316482544, 0.13945497572422028]",0,0,1.4059069,6.74061
Sky High,"[-0.7628039121627808, -0.5126324892044067, 0.379312127828598, -0.022494377568364143, 0.43792790174484253, 0.7027676105499268, 0.3562471568584442, 0.21098560094833374, 0.11598025262355804, 0.09423316270112991, 0.1848478466272354, -0.28834807872772217, 0.5147039294242859, 0.8643526434898376, -0.30418896675109863, 0.02240152843296528, -0.012777676805853844, -0.10709797590970993, -1.1576156616210938, -0.3215910792350769, -0.38694509863853455, -0.43283095955848694, -0.6411789059638977, 0.5880654454231262, 0.9278403520584106, 1.0874576568603516, -0.484340101480484, -0.6070499420166016, -0.6521109342575073, 0.39028728008270264, -0.45534899830818176, -0.7558655142784119, -0.6244375109672546, -0.3722999095916748, 0.22822612524032593, -0.5825195908546448, 0.8586946725845337, -1.0355510711669922, 0.3686336278915405, 0.5708562135696411, 0.2760712802410126, 0.0448746457695961, 0.8048148155212402, 0.15504443645477295, 0.082359679043293, 0.12976662814617157, -0.6454097628593445, 0.5717232823371887, -0.305459588766098, -0.18586014211177826, 0.5954473614692688, -0.2988808751106262, 0.11370376497507095, 0.8022382259368896, -0.7049098014831543, -0.16658158600330353, -0.6473214030265808, 0.8362066149711609, -0.13724590837955475, -0.7232858538627625, 0.2985096871852875, 0.06603434681892395, -0.4797128140926361, -0.0321740098297596]",0,0,-16.939934,2.8756924
Sleeping Beauty,"[-1.3506617546081543, 0.35943445563316345, -0.8155484795570374, 0.6524149775505066, 0.8501925468444824, -0.5925858616828918, -0.3517255187034607, -0.10552414506673813, -0.1413179486989975, 0.5056827068328857, -0.17599241435527802, -0.8411141633987427, 0.7626993060112, 0.7367402911186218, -1.03173828125, -0.3086913228034973, -0.07925690710544586, -0.0859554186463356, -0.29921162128448486, 0.0815301164984703, -0.02581031806766987, -0.8376291990280151, 0.3158637285232544, 0.43274885416030884, -0.23746907711029053, 0.5762399435043335, -0.32694312930107117, 0.6759204268455505, -0.737788200378418, 0.4606480598449707, 0.26444101333618164, -0.2786194980144501, 0.3015918731689453, -0.2500384747982025, -0.6697702407836914, -0.48337411880493164, 1.0969136953353882, -1.107317566871643, 0.1500091850757599, 0.7051699161529541, 1.088468313217163, 0.6328015923500061, 0.5229741334915161, 0.1298559010028839, 0.41934075951576233, -0.8994082808494568, 0.3031245470046997, -0.26638707518577576, 0.13707444071769714, -0.25839775800704956, -0.10190852731466293, 0.24390575289726257, -0.3669632077217102, 0.2543928623199463, -0.6621819734573364, 0.9456575512886047, 0.02966637723147869, 0.8765978217124939, 0.24514326453208923, -0.8380918502807617, 0.7676829695701599, 0.8524186015129089, -0.22749395668506622, -1.0814707279205322]",2,4,10.274816,-27.09257
Snow Dogs,"[-1.108829140663147, 0.36870288848876953, 0.41665467619895935, 0.3530246317386627, -0.297575980424881, 1.10495126247406, 0.17222142219543457, 0.1818266063928604, -0.34030720591545105, -0.13058651983737946, -0.5295968651771545, 0.6029729843139648, 0.8713639974594116, 0.6451990604400635, -1.2546031475067139, 0.35797733068466187, -0.6280476450920105, -0.1644606590270996, -0.6741318702697754, 0.2846343517303467, -0.2311912477016449, 0.033131491392850876, -0.8171777725219727, 0.5455675721168518, 0.40929633378982544, 0.44426682591438293, -0.45772919058799744, -0.10707098245620728, -0.6528493762016296, 0.9287585020065308, 0.30048733949661255, -1.0643589496612549, -0.7276479601860046, 0.15900497138500214, 0.22079338133335114, -0.790023148059845, 0.5122356414794922, 0.01797294244170189, 0.199650377035141, 0.293278306722641, -0.028255434706807137, 0.4035336673259735, 0.34971368312835693, 0.31837552785873413, 0.3689596354961395, -0.2710008919239044, -0.10202580690383911, -0.6732338666915894, 0.617778480052948, -0.21675612032413483, 0.07107886672019958, 0.5436336994171143, -0.6119515299797058, 0.5422113537788391, -0.052220579236745834, 0.0953289195895195, -0.4549449682235718, 0.9491451382637024, -0.16805243492126465, -1.351651906967163, -0.30930671095848083, 0.43586909770965576, -0.9440087676048279, 0.09335408359766006]",0,0,-12.622906,-0.2524821
Snow White and the Seven Dwarfs,"[-1.1586648225784302, 0.608382523059845, -0.7656048536300659, 0.2719607651233673, 0.6997028589248657, -0.43321219086647034, 0.2056158035993576, 0.04105869680643082, -0.5341920852661133, 0.7230128645896912, 0.03966829553246498, -0.7882232069969177, 0.7818573117256165, 0.6053155064582825, -0.8827800750732422, -0.33354583382606506, 0.04418030381202698, 0.06025814637541771, -0.14616508781909943, 0.2554504871368408, 0.3928684890270233, -0.5068305730819702, 0.31695565581321716, 1.0786570310592651, 0.21217578649520874, 0.7856480479240417, -0.8899401426315308, 0.3482089340686798, -0.42191627621650696, 0.42154383659362793, -0.10925716161727905, -0.12377751618623734, 0.41938498616218567, -0.2547321915626526, -0.9604877829551697, -0.007736969739198685, 1.0861061811447144, -0.774332582950592, -0.13670744001865387, 0.3749053478240967, 0.46049943566322327, 0.5850539207458496, 0.3644028902053833, -0.09421218186616898, 0.516181230545044, -0.6527416706085205, 0.09599966555833817, -0.21767620742321014, -0.3119279742240906, -0.059629227966070175, 0.02527693845331669, -0.18007637560367584, -0.035597775131464005, -0.260578453540802, -0.38590434193611145, 0.9520040154457092, 0.019136901944875717, 0.12001921981573105, 0.17227080464363098, -0.20122982561588287, 0.5796872973442078, 0.9458021521568298, -0.4424290060997009, -1.0915875434875488]",2,4,9.945138,-25.44448
Solo: A Star Wars Story,"[-1.169872522354126, 0.5653538703918457, -0.7580990791320801, 0.17106176912784576, -0.4104486405849457, -0.1688094437122345, 0.4278828203678131, -0.6679913401603699, 0.23682786524295807, 0.26110851764678955, -0.1291826069355011, -0.17016443610191345, 0.6709319353103638, 0.8711358308792114, -0.1562778204679489, 0.49541622400283813, 0.33439740538597107, -0.20205219089984894, -0.723236620426178, -0.3660176992416382, 0.4012642502784729, 0.20533014833927155, -0.3506029546260834, 0.15575164556503296, 0.29853659868240356, 0.8763614892959595, -0.4173233211040497, 0.11776150017976761, -0.5805631279945374, 0.3919388949871063, -0.22056794166564941, -1.059003472328186, -0.16054004430770874, -0.17252889275550842, 0.014621504582464695, 0.04370447248220444, 0.6121300458908081, -0.4226597547531128, -0.1038316935300827, -0.3451163172721863, -0.012917774729430676, 0.49886325001716614, 0.6614970564842224, 0.25134965777397156, -0.09212569147348404, 0.14381884038448334, 0.10860268771648407, -0.9170284271240234, 0.39678072929382324, -0.6284199357032776, 1.1161357164382935, 0.8030152320861816, -1.3625181913375854, 0.06934710592031479, -0.0163588747382164, -0.13274525105953217, -0.9244090914726257, 0.25672638416290283, 0.5465658903121948, -0.6371288895606995, -0.4751098155975342, 0.055289316922426224, -0.5185807347297668, 0.37735530734062195]",0,3,16.333374,13.549513
