title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
Tomorrowland,"[-1.0062594413757324, 0.4162735641002655, -0.25502464175224304, -0.6833860278129578, -0.37186864018440247, 0.5069982409477234, 0.18578006327152252, 0.49971580505371094, -0.8201165795326233, 0.2568136155605316, -0.06245465204119682, 0.7693256735801697, 0.5385116934776306, -0.0871770903468132, -0.8499629497528076, 0.30292457342147827, 0.5990529656410217, 0.7926413416862488, -0.3476654291152954, -0.45999598503112793, 0.31330496072769165, 0.10693866014480591, 0.5263527631759644, 0.7927178144454956, 0.09512142837047577, 0.741135835647583, -0.41239508986473083, 0.07887391000986099, 0.08367680013179779, 0.25907933712005615, -0.20724017918109894, -0.8587441444396973, -0.18227361142635345, -0.16139651834964752, -0.893795371055603, -0.039828766137361526, 0.24684584140777588, 0.10530153661966324, -0.9810622334480286, 0.15590140223503113, 0.3237275779247284, 0.5368408560752869, 1.030724048614502, -0.47555556893348694, 0.08685646206140518, -0.15215155482292175, -0.25571590662002563, -0.42339110374450684, 1.012152075767517, -0.5594894289970398, -0.3669416010379791, 0.011280852369964123, -0.8468894958496094, 0.21430650353431702, -0.11186736822128296, 0.38888636231422424, -0.5919803977012634, 0.6227376461029053, -0.38984230160713196, -0.8342847228050232, -0.5960245728492737, 0.7604596614837646, -0.23280128836631775, -0.09548870474100113]",0,1,26.603516,-13.819646
Tough Guys,"[-1.0251579284667969, 0.3734299838542938, -0.3483894169330597, 0.7229292392730713, 0.39799371361732483, 0.5116103887557983, 0.3265412151813507, 0.04277511686086655, 0.12808109819889069, 0.3998921513557434, -0.4694307744503021, -0.23282480239868164, 0.6336346864700317, 0.9271565675735474, -0.06623564660549164, -0.2551487982273102, -0.6375969052314758, -0.36366090178489685, -0.35948505997657776, 0.599944531917572, -0.009659422561526299, -0.07513255625963211, -0.46699610352516174, 0.3775485157966614, 0.5697954297065735, 0.6540712714195251, -0.7450557947158813, -0.3128235638141632, -1.0351160764694214, 0.5941778421401978, -0.10736200958490372, 0.1658250093460083, 0.677562415599823, -0.37394559383392334, 0.7769472002983093, -0.9458581805229187, 1.5140717029571533, -0.2080211490392685, -0.0926714763045311, 0.06607617437839508, -0.22643089294433594, -0.1426684409379959, 0.2941870093345642, 0.037414323538541794, 0.0638272613286972, -0.8005865812301636, -0.3800416588783264, -0.11355995386838913, 0.032677922397851944, -0.9719805717468262, 0.7936978340148926, 0.36784932017326355, -0.6672220826148987, 0.06044289469718933, -0.4076496362686157, 1.0336394309997559, -0.06584753841161728, 0.7841885685920715, -0.29758933186531067, -0.4779331386089325, -0.08308388292789459, 0.2283610850572586, -0.515601396560669, -0.17506666481494904]",0,4,9.110833,9.03087
Toy Story,"[-0.9810767769813538, 1.129764199256897, -0.29291611909866333, 0.3226367235183716, 0.02420845255255699, 0.8294060826301575, 0.15747933089733124, -0.2149284929037094, 0.934105396270752, -0.04448476433753967, -0.12291237711906433, -0.30299046635627747, 0.8988361954689026, 0.19811701774597168, -0.48945391178131104, -0.805195152759552, -0.16785283386707306, 0.4743320345878601, -0.46805715560913086, -0.8969306349754333, -0.938058078289032, -0.537565290927887, 0.307527631521225, 0.7952101230621338, 1.035325050354004, 0.7818143367767334, 0.13110657036304474, 0.4208717942237854, 0.7671964764595032, 0.8332231640815735, 0.46016427874565125, -0.34846940636634827, -0.9538494348526001, -0.04134993255138397, -0.05957701429724693, -0.5439443588256836, 1.0604156255722046, -0.7737306356430054, -0.20828600227832794, 0.09638314694166183, 0.255039781332016, 1.1648162603378296, 0.8313747644424438, -0.24234406650066376, 0.10495347529649734, 0.485341876745224, 0.9620627164840698, -0.7787142395973206, 0.9331413507461548, -0.593594491481781, 0.4500313103199005, 0.39576050639152527, -0.09785374999046326, -0.07592689990997314, -0.6068311929702759, -0.7004221677780151, -0.459880530834198, 0.18802446126937866, 0.2973572015762329, -0.40815186500549316, 0.47032198309898376, -0.02225778065621853, -0.11228424310684204, 0.10396508127450943]",4,0,-20.713238,-22.488478
Toy Story 2,"[-0.8240664601325989, 1.0216509103775024, -0.3359393775463104, 0.02957354299724102, -0.15125051140785217, 0.9285189509391785, 0.10785269737243652, -0.09437601268291473, 0.910518229007721, 0.1132517084479332, -0.1520403027534485, -0.17469026148319244, 0.9641621112823486, 0.24985061585903168, -0.25524401664733887, -0.5185675621032715, -0.23476248979568481, 0.22306843101978302, -0.30301064252853394, -0.8352562189102173, -1.0619434118270874, -0.5015806555747986, 0.6467950344085693, 0.9405314922332764, 1.1600474119186401, 0.7558553218841553, -0.0714322105050087, 0.5267232060432434, 0.8182812333106995, 1.1916097402572632, 0.435349702835083, -0.6638766527175903, -0.8975438475608826, -0.03146284073591232, -0.40614232420921326, -0.5119219422340393, 0.8929543495178223, -0.7341746687889099, -0.36537471413612366, -0.09466058015823364, 0.5060397386550903, 1.0311319828033447, 0.5626013278961182, -0.2584981918334961, -0.05501565709710121, 0.38839191198349, 1.1415917873382568, -0.8151350021362305, 1.0306077003479004, -0.6150391697883606, 0.4526308476924896, 0.40446165204048157, -0.19166980683803558, -0.0011739593464881182, -0.4805092513561249, -0.5747074484825134, -0.2813701927661896, 0.06287551671266556, 0.2774675190448761, -0.5036249160766602, 0.5739299058914185, 0.08157631009817123, 0.10282079875469208, 0.3493543565273285]",4,0,-19.777168,-22.15236
Toy Story 3,"[-0.5660264492034912, 0.7023977637290955, -0.3469938337802887, -0.3714621365070343, -0.27423056960105896, 0.9322974681854248, -0.07398810237646103, 0.13192526996135712, 0.7092869877815247, 0.17771801352500916, -0.26133349537849426, 0.05322771519422531, 1.0271728038787842, 0.4580717980861664, 0.23330527544021606, -0.08090311288833618, -0.27001112699508667, 0.1389816552400589, -0.35457539558410645, -0.666959822177887, -1.1288954019546509, -0.3517674207687378, 0.8914228081703186, 0.8070319294929504, 0.7372715473175049, 0.6354801058769226, -0.3322713077068329, 0.5440959930419922, 0.6433407664299011, 1.0269596576690674, 0.2137753814458847, -0.8862433433532715, -0.6921849846839905, 0.13301913440227509, -0.46943414211273193, -0.199707493185997, 0.5160916447639465, -0.5568915605545044, -0.46482357382774353, -0.3039981424808502, 0.46152418851852417, 0.7577480673789978, 0.29678165912628174, -0.23145461082458496, 0.019044237211346626, 0.09007254242897034, 0.8856304287910461, -0.5976358652114868, 0.953865110874176, -0.5575835704803467, 0.5830877423286438, 0.29970860481262207, -0.24841809272766113, -0.02285933308303356, -0.1107337474822998, -0.16241364181041718, -0.004685064312070608, -0.021168291568756104, 0.32907259464263916, -0.5894544720649719, 0.35385066270828247, -0.03278821334242821, 0.19063572585582733, 0.5887546539306641]",4,0,-18.354845,-22.25777
Toy Story 4,"[-0.9019498825073242, 0.43265554308891296, -0.38633784651756287, -0.09573983401060104, -0.31988653540611267, -0.45921847224235535, 0.7995513081550598, -0.016885405406355858, -0.066569484770298, -0.01465472113341093, -0.4086979925632477, -0.1848973035812378, 0.1743721067905426, 0.6682122349739075, 0.17735597491264343, -0.1577715277671814, 0.23375342786312103, 0.24978646636009216, -0.27013903856277466, -1.0775587558746338, -0.4254568815231323, -0.635589599609375, 0.7003886699676514, -0.4394553601741791, 0.33922258019447327, 0.7243421673774719, -0.664064347743988, 0.7892845869064331, -0.05562378838658333, 0.08695245534181595, 0.030142275616526604, -0.39198073744773865, -0.6905776262283325, 0.12211357057094574, -0.15929952263832092, 0.13676337897777557, 0.7643276453018188, -0.6551927924156189, -0.1049981564283371, -0.3338181972503662, -0.19869805872440338, 0.24117225408554077, 0.29684707522392273, 0.4189719557762146, 0.41372376680374146, -0.3641393184661865, -0.18947002291679382, -0.7646051645278931, 1.232725977897644, -0.769888162612915, 0.3444487750530243, 0.37646743655204773, -0.4156065881252289, -0.1566256880760193, -0.2495669424533844, 0.011721852235496044, -0.8176149129867554, 0.9534581303596497, 0.16931182146072388, -0.7801055908203125, -0.2590905427932739, 0.6224875450134277, -0.466219037771225, -0.09615278244018555]",0,0,-4.866885,11.762099
Treasure Planet,"[-0.6097007989883423, 0.6416950821876526, -0.5875661373138428, -0.38767045736312866, 0.06723529100418091, 0.9036040902137756, 0.7203414440155029, -0.1940477341413498, -0.5863667130470276, -0.3774302005767822, -0.3270159959793091, -0.20027559995651245, 0.6630086898803711, 0.7144513130187988, -0.6339181661605835, -0.9410331845283508, -0.1419985294342041, 0.3941289782524109, -0.6426689028739929, 0.04929877445101738, -0.611851155757904, 0.19270622730255127, 0.22694933414459229, -0.473333477973938, 0.32113760709762573, 1.1125999689102173, 0.29332178831100464, 0.3570769131183624, 0.24658185243606567, 0.7910628318786621, -0.14968660473823547, -1.1573820114135742, 0.6370476484298706, 0.11147834360599518, -0.31836915016174316, -0.6965370178222656, 1.3555244207382202, -0.24004386365413666, -0.6850696206092834, 0.7172409892082214, 0.12885862588882446, -0.6724831461906433, 0.6293257474899292, -0.04865526407957077, 1.0619105100631714, -0.3888455331325531, 0.34837502241134644, -0.08040415495634079, 0.44016459584236145, -0.8117280602455139, 0.2602885365486145, -0.3408929407596588, -0.3669500946998596, 0.5282164216041565, -0.38125672936439514, 0.7882266044616699, -0.7989599704742432, 0.7662310600280762, -0.2984320819377899, 0.04669433459639549, -0.39985543489456177, 0.16118979454040527, -0.41414839029312134, 0.25727397203445435]",5,0,-24.734451,-4.5704603
Trenchcoat,"[-0.7472057342529297, -0.03885023668408394, -0.6994050145149231, 0.2975936233997345, 0.4137507379055023, -0.19021746516227722, 0.3853710889816284, -0.35519909858703613, -0.33307403326034546, 0.19724301993846893, -0.21585769951343536, 0.0933394655585289, 0.15780219435691833, 0.6171258091926575, -0.5462706089019775, -1.039557695388794, -0.3779931962490082, 0.1965482383966446, -0.9197526574134827, 0.5208125114440918, 0.2012043595314026, -0.6110462546348572, -0.06646612286567688, 1.075721263885498, 0.4741620719432831, 0.4425854980945587, -0.3286382853984833, -0.2885988652706146, -0.45202726125717163, 0.056810930371284485, -0.3362632691860199, -0.7891727685928345, 0.018396656960248947, -0.12121912837028503, -0.1798257976770401, -0.2002708613872528, 1.1616387367248535, -0.38045695424079895, -0.596233606338501, -0.08393557369709015, 0.08018284291028976, 0.44680264592170715, -0.2723051905632019, -0.288659930229187, 0.41008058190345764, -0.30019861459732056, -0.42569321393966675, -0.888353705406189, 0.671460747718811, -0.6427841186523438, -0.2842882573604584, -0.3782255947589874, -0.2711847424507141, 0.13371652364730835, -0.3692786693572998, 0.14040188491344452, -0.5084781646728516, 0.26218175888061523, 0.3665185570716858, 0.11635014414787292, -0.8618427515029907, 0.7035987973213196, -0.35460758209228516, 0.11411964893341064]",0,1,8.160226,-4.363171
TRON,"[-1.1923760175704956, 0.6272305250167847, 0.09013437479734421, 0.38839322328567505, 0.25189295411109924, -0.25502142310142517, 0.32135868072509766, -0.039561521261930466, -0.7214100956916809, 0.3050059378147125, 0.13184423744678497, -0.3708970844745636, 0.620110809803009, 0.32687002420425415, -0.3387455344200134, -0.8664901256561279, -0.2136649489402771, 0.439083069562912, -0.30669736862182617, 0.06625955551862717, 0.1988028883934021, -0.1492002308368683, -0.390779972076416, 0.5585418939590454, 0.39359357953071594, 0.18971620500087738, -0.649277925491333, 0.138654425740242, -0.8039048314094543, -0.052431970834732056, -0.3890165090560913, 0.04958844184875488, -0.5416440963745117, -0.09769798070192337, -0.25817376375198364, 0.21521911025047302, 1.4562771320343018, -0.3080305755138397, 0.5749373435974121, 0.7922089695930481, 0.73393714427948, 0.198270782828331, 0.5204681158065796, -0.313587486743927, 0.5452420115470886, -0.6887413859367371, -0.6447722911834717, -0.294694721698761, -0.13546153903007507, 0.1488325595855713, -0.48648929595947266, 0.45520317554473877, -1.2248961925506592, 0.4209285080432892, 0.09657979756593704, 0.4778125286102295, -0.7865797281265259, 0.31202954053878784, -0.3048985004425049, -0.3895155191421509, 0.28292447328567505, 0.5978224277496338, -0.4077284634113312, 0.34729620814323425]",0,4,-0.06873581,-10.748547
TRON: Legacy,"[-0.983587384223938, 0.2934378981590271, -0.7897422313690186, 0.9899160861968994, 0.3515634536743164, -0.1662253737449646, 0.6734403371810913, 0.2261124849319458, -0.9411351084709167, 0.1771964430809021, -0.5038856267929077, 0.18104805052280426, 0.44904088973999023, -0.13405950367450714, 0.29771119356155396, -0.7901849150657654, -0.044931162148714066, 0.7629686594009399, -0.4629746377468109, 0.4419349431991577, 0.08300017565488815, -0.4803200960159302, 0.15645946562290192, 0.17472957074642181, 0.23572437465190887, 0.3113158345222473, -0.33424702286720276, 0.17550688982009888, -0.6097085475921631, 0.7477433681488037, -0.24865852296352386, -0.7306453585624695, 0.0917663499712944, 0.2390752136707306, -0.06933771818876266, -0.4954008162021637, 0.9184457659721375, -0.3579188883304596, -0.7186447381973267, 0.8761846423149109, 0.4691586494445801, 0.13683068752288818, 0.8898747563362122, 0.11741125583648682, 0.12856653332710266, 0.33231624960899353, -0.8335604667663574, -0.511782705783844, 0.25428321957588196, -0.7565656900405884, 0.18700850009918213, -0.45842501521110535, -0.4868583679199219, 0.9397562742233276, -0.023966804146766663, 0.9527676105499268, -0.2129458636045456, 0.5696600675582886, -0.35351741313934326, -0.7201076149940491, -0.8754112720489502, 0.6878517270088196, -0.22447623312473297, -0.37287718057632446]",0,1,9.48889,-14.847176
Tuck Everlasting,"[-0.8283008933067322, 0.6863313913345337, -0.3629896342754364, -0.2897059917449951, -0.4401904046535492, -0.01723347045481205, 0.5220767855644226, 0.01733521744608879, -0.5218110680580139, 0.2869930863380432, -0.38036563992500305, 0.1124497801065445, -0.08913318067789078, 0.6854802966117859, 0.20090317726135254, -0.30773162841796875, 0.1856454610824585, -0.01443539746105671, -1.3865026235580444, 0.18593622744083405, -0.31051602959632874, -0.8497906923294067, -0.5528374314308167, 0.22388051450252533, 0.14183850586414337, 0.7845521569252014, -0.6771522164344788, 0.22815462946891785, -0.7736918330192566, -0.17759619653224945, -0.31615975499153137, -0.4274371564388275, 0.032212499529123306, 0.5163654685020447, -0.2577569782733917, 0.6749934554100037, 0.5932426452636719, 0.28109660744667053, -0.335440456867218, 0.07960668206214905, 0.2456592321395874, 0.6371217966079712, 0.68892902135849, 0.5542770624160767, 0.4216069281101227, -0.9677030444145203, -0.8308470845222473, 0.1667223870754242, -0.37352657318115234, -1.0426198244094849, 0.20880524814128876, -0.289377897977829, -0.22495688498020172, -0.34087589383125305, -0.4003637433052063, 1.147748351097107, -0.09306809306144714, 0.5055967569351196, -0.45890092849731445, -0.26368287205696106, 0.23844049870967865, 0.31861966848373413, -0.279306024312973, -0.09967055916786194]",0,1,7.935129,-12.08046
Turner & Hooch,"[-1.0648210048675537, 0.18388211727142334, -0.5169146060943604, 0.02772125042974949, 0.06517475843429565, 0.48639753460884094, -0.006635323166847229, 0.5228122472763062, -0.4530152976512909, 0.9347653388977051, 0.06743550300598145, 0.38363221287727356, 0.26772141456604004, 0.9048458933830261, -0.3309134244918823, -0.9339297413825989, -1.012957215309143, 0.07595090568065643, -0.48860296607017517, 0.13506446778774261, -0.120313361287117, -0.14627699553966522, 0.04197138547897339, -0.2520822584629059, 1.0918807983398438, 0.4540323317050934, -0.7965447902679443, 0.6935438513755798, -0.27197447419166565, 0.6469969153404236, -0.06341444700956345, -0.38608789443969727, -0.7490894794464111, 0.7543020248413086, 0.3118229806423187, 0.39813852310180664, 0.5898229479789734, 0.04140414297580719, -0.5544928312301636, 0.002553338184952736, 0.10249420255422592, 1.0729758739471436, 0.0011220155283808708, 0.0443442240357399, 0.13803473114967346, -0.20853722095489502, -0.026691896840929985, -0.06078222766518593, 0.45621436834335327, -0.41383302211761475, 1.0879459381103516, 0.2507556974887848, -1.0656025409698486, -0.12573447823524475, -0.30151036381721497, -0.5466756224632263, 0.3474538028240204, 1.1446833610534668, -0.023435670882463455, -0.20881780982017517, -0.06777685880661011, 0.20628714561462402, 0.1403648853302002, -0.2778113782405853]",0,0,11.967623,20.848915
Two Much,"[-0.9268827438354492, -0.12450849264860153, -0.010425541549921036, -0.19777488708496094, 0.0032491846941411495, 0.4440991282463074, 0.021490706130862236, 0.10205697268247604, 0.4658094644546509, 0.43206697702407837, 0.17236141860485077, -0.2391272932291031, 0.5846126079559326, 0.6385775804519653, -0.16360342502593994, -0.16478212177753448, -0.08120162785053253, 0.31430453062057495, -1.313175916671753, -0.09497491270303726, -1.4052985906600952, -0.7147214412689209, 0.6763854026794434, 0.8049415946006775, -0.5458335876464844, 0.5973043441772461, -0.49334800243377686, -0.08951166272163391, -0.33938372135162354, 0.01642305962741375, -0.8426792621612549, -0.7021061182022095, -0.08139323443174362, 0.0137981828302145, -0.4965730309486389, -0.22514797747135162, -0.09742471575737, -0.4362674057483673, -0.37820661067962646, 0.1256551295518875, 0.7060893774032593, -0.09311528503894806, 0.6810795664787292, 0.23874078691005707, 0.43197038769721985, -0.7666521668434143, -0.7002688050270081, -0.28037479519844055, 0.5055394768714905, -0.1476438194513321, 0.6427586674690247, 0.0792960599064827, -0.9141026735305786, 0.22856871783733368, -0.48205995559692383, 0.7151609659194946, 0.4130209982395172, 0.7113056182861328, 0.41413599252700806, -0.9105757474899292, 0.41986945271492004, 0.3872552812099457, 0.07858651131391525, -0.6956366300582886]",0,0,-3.583445,-4.5182734
Ultimate X: The Movie,"[-0.8640122413635254, -0.12908011674880981, -0.16004720330238342, 0.5959059596061707, 0.6964091062545776, -0.09738943725824356, -0.5325571298599243, -0.9438601136207581, 0.23727528750896454, 0.5279353260993958, -0.6070433259010315, -0.18361565470695496, 0.06695610284805298, 0.2613523304462433, 0.13219261169433594, 0.3724542558193207, -0.5547680854797363, 0.006756081245839596, -0.12375658005475998, -0.0505518764257431, -0.18727557361125946, -0.8068166375160217, -0.5496716499328613, 0.7008228302001953, 0.11448989808559418, 0.8457604646682739, -0.3617025911808014, 0.7705734968185425, -0.572684109210968, 0.2896592319011688, 0.29944145679473877, -0.9447439908981323, -0.6413792967796326, -0.02685561589896679, 0.40431761741638184, 0.28276383876800537, 0.8128230571746826, -0.8231852650642395, -0.3881737291812897, -0.9794219732284546, -0.04596180096268654, 0.8132021427154541, 0.24213944375514984, -0.25436630845069885, 0.30146822333335876, -0.7772116661071777, 0.3156255781650543, -0.5868921279907227, 0.5888909101486206, -0.24185973405838013, -0.26464706659317017, 0.018994946032762527, -1.0881612300872803, -0.15133309364318848, -0.016950644552707672, 0.4918995499610901, -0.7900505065917969, 0.8512133955955505, 0.2144102305173874, -0.9185930490493774, -0.00349418050609529, 0.3720187842845917, 0.219829723238945, 0.2845863699913025]",0,3,4.054176,-16.146181
Unbreakable,"[-0.7850190997123718, 0.3950115740299225, -0.693414568901062, -0.13020136952400208, -0.5230188965797424, 0.32559943199157715, -0.0533222071826458, -0.11702616512775421, 0.537359356880188, 0.7110698223114014, -0.5846383571624756, 0.34491971135139465, 0.22355228662490845, 0.8426060080528259, -0.3394654095172882, 0.12717755138874054, -0.2162533700466156, 0.9275452494621277, -0.5452776551246643, 0.47252288460731506, -0.034648049622774124, 0.20147494971752167, 0.09921152144670486, 1.1142523288726807, -0.08272876590490341, 1.1570069789886475, 0.041670918464660645, 0.17002516984939575, -0.6068645715713501, 1.288677453994751, 0.4297727644443512, -0.6319890022277832, 0.288055956363678, -0.3484973609447479, 0.1692660003900528, -0.17999906837940216, 1.2438366413116455, -0.22519953548908234, -0.5132731795310974, 0.5719994306564331, 0.5296041965484619, 1.0171022415161133, 0.8436686992645264, -0.14280220866203308, -0.32078543305397034, 0.12080561369657516, -0.25403329730033875, -1.1277236938476562, 0.5539390444755554, 0.032324694097042084, 0.6100876927375793, -0.318954735994339, -0.24570710957050323, 0.16981878876686096, -0.19915419816970825, 0.41706234216690063, 0.089307501912117, 0.20974913239479065, -0.27729469537734985, -0.8056052327156067, -0.13135920464992523, 0.39508354663848877, -0.25307753682136536, -0.0883522629737854]",0,1,24.581863,-5.7487526
Under the Tuscan Sun,"[-1.0351951122283936, 0.7331768274307251, -0.4529820382595062, 0.4582039713859558, -0.04969728738069534, -0.7121977210044861, -0.5200936794281006, -0.25520285964012146, -1.0183184146881104, 0.40614646673202515, 0.07074591517448425, 0.15249133110046387, 0.3945612907409668, 0.9263461828231812, -0.3346366584300995, -0.44510915875434875, -0.5760018229484558, -0.06726423650979996, -0.8930835127830505, 0.13856469094753265, -0.5484744906425476, -0.012173107825219631, -0.6902336478233337, 0.6325181722640991, 0.9667518138885498, 0.6252666115760803, -0.027900129556655884, 0.5339580178260803, -0.4395510256290436, 0.3347487449645996, -0.16639907658100128, -0.6213283538818359, -0.2819992005825043, 0.471551775932312, -0.3204694092273712, -0.3048693835735321, 0.6012727618217468, -0.9992938041687012, 0.036582086235284805, 0.06080843135714531, 0.48553502559661865, 0.2552854120731354, 0.11955375969409943, -0.12122385203838348, 0.8772338032722473, -0.2677851915359497, -0.26379308104515076, -0.004115940071642399, 0.074411541223526, -0.75335693359375, 0.0789346769452095, 1.1639118194580078, -1.0505542755126953, 0.24650117754936218, -0.6711791157722473, 0.11353015899658203, 0.13931193947792053, 0.2688133418560028, -0.057387575507164, -0.2496708631515503, -0.10721085965633392, 0.44332143664360046, 0.4451022744178772, -0.11409413069486618]",0,4,-1.3078605,-8.641016
Underdog,"[-0.8852016925811768, -0.4362679123878479, -0.35922712087631226, 0.1329668164253235, 0.9372594356536865, 0.08302759379148483, 0.41522178053855896, -0.24382957816123962, -0.2393752634525299, 0.25593772530555725, 0.1824958324432373, 0.07139065116643906, 0.5506083369255066, 0.5532156229019165, 0.17963917553424835, -0.5581181049346924, -0.1747102439403534, 0.34968873858451843, -1.0643612146377563, 0.4301968514919281, -0.30526381731033325, -0.40208494663238525, -0.4178350865840912, 0.12967778742313385, 0.33712583780288696, 0.24020616710186005, -0.35357823967933655, -0.26222893595695496, -0.4832652807235718, 0.5568923950195312, -0.30218949913978577, -0.15622039139270782, 0.12554317712783813, 0.5553213357925415, 0.2466396540403366, 0.2564765214920044, 0.9485557079315186, -0.7220247983932495, -0.507224977016449, -0.7227447628974915, 0.7507675290107727, -0.1668372005224228, 0.6459169983863831, -0.42472752928733826, -0.07434457540512085, -1.1667238473892212, -0.6558380126953125, -0.9404165744781494, 0.41572439670562744, -0.3341764211654663, 0.030490102246403694, -0.08665205538272858, -0.4212729334831238, 0.23051302134990692, -0.2795165181159973, 0.44165101647377014, -0.1994394212961197, 0.5966007113456726, -0.09159863740205765, -0.5101730227470398, -0.2704746425151825, 0.4052261412143707, 0.14840835332870483, 0.6406470537185669]",0,1,6.8752923,-1.203258
Unstrung Heroes,"[-1.0789079666137695, 0.3099192678928375, -0.27287596464157104, 0.9451143145561218, 0.43029913306236267, 0.10577621310949326, 0.21395395696163177, -0.05279538407921791, 0.21525929868221283, 0.5524815917015076, -0.3214148283004761, 0.18672335147857666, 0.17648576200008392, 1.15787672996521, -0.48419880867004395, -0.41016390919685364, -0.1338765025138855, 0.4425942897796631, -0.5523664951324463, 0.03130553290247917, -0.8428525328636169, -0.5369471311569214, -0.4000992774963379, 0.5505178570747375, 0.5825918316841125, 0.4270656704902649, -0.3467763066291809, 0.19436413049697876, -0.5820303559303284, -0.21251317858695984, -0.30548426508903503, -1.2357892990112305, -1.1173248291015625, 0.3785668611526489, -0.2177836000919342, 0.5315642356872559, 1.0692038536071777, -0.29835179448127747, 0.4626307785511017, -0.16251227259635925, -0.3595937490463257, 0.48981812596321106, 0.9123974442481995, -0.3010268807411194, -0.10691532492637634, 0.01968241110444069, 0.18574833869934082, 0.517732560634613, 0.5881708264350891, 0.12682382762432098, -0.0010023141512647271, 1.007670521736145, -0.7695822715759277, 0.05335044488310814, -0.022563157603144646, 0.2930920720100403, -0.991322934627533, 0.04194077104330063, 0.5772231221199036, -0.5152119398117065, 0.09256387501955032, 0.1724168360233307, 0.09878046810626984, 0.14542073011398315]",0,3,-15.505914,19.645224
Up,"[-0.37649357318878174, 0.2899610996246338, -0.4958398938179016, -0.6694069504737854, -0.7415804862976074, 0.7302956581115723, -0.030452033504843712, 0.04884406551718712, 0.403911292552948, 0.3363485038280487, -0.13673119246959686, 0.26970571279525757, 0.8600992560386658, 0.6371312141418457, 0.5420647859573364, -0.12668563425540924, -0.2829720079898834, -0.08706377446651459, -0.13060706853866577, -0.3589511513710022, -0.7923778891563416, -0.2714562714099884, 0.9021697044372559, 0.6621623039245605, 0.7578819394111633, 0.4588946998119354, -0.6538666486740112, 0.4783841669559479, 0.25871890783309937, 1.20604407787323, 0.04462306946516037, -0.7841942310333252, -0.3781677484512329, 0.12401150166988373, -0.5998944640159607, -0.18186405301094055, 0.576427698135376, -0.1844787895679474, -0.7116777896881104, -0.4318350553512573, 0.5820600986480713, 0.4294869005680084, 0.19865930080413818, -0.22970710694789886, -0.14583027362823486, -0.23407571017742157, 0.43607279658317566, -0.5042963624000549, 0.7766518592834473, -0.41404303908348083, 0.4169009327888489, 0.040020786225795746, -0.39041250944137573, 0.1587214320898056, 0.07427565008401871, 0.1127137690782547, 0.059323932975530624, -0.06944115459918976, 0.01503766793757677, -0.7893869280815125, 0.4639897048473358, 0.28660157322883606, 0.4079994559288025, 0.8113213181495667]",4,0,-17.07774,-21.54234
Up Close & Personal,"[-0.856386661529541, -0.016556402668356895, -0.22080089151859283, 0.05689710006117821, 0.6436737179756165, 0.44094762206077576, -0.16591665148735046, -0.7037860155105591, 0.7531155943870544, 0.2363302856683731, 0.14362837374210358, 0.13786332309246063, 0.581080973148346, 0.3234485387802124, 0.7558382749557495, 0.034722648561000824, -0.4670109748840332, 0.7562821507453918, -0.3313952386379242, 0.47394952178001404, -0.3047681152820587, -0.6519826054573059, -0.1071251928806305, -0.38636505603790283, 1.0412408113479614, 0.5571487545967102, -0.5517069697380066, -0.24293197691440582, -0.13628634810447693, 0.7897220849990845, -0.202775239944458, -0.24759802222251892, -0.7043934464454651, 0.6502852439880371, -0.2968728840351105, 0.22654908895492554, 1.091602087020874, 0.22763240337371826, -0.35157310962677, -0.4730342924594879, 0.13628433644771576, 0.34813451766967773, 0.07766172289848328, -0.38431471586227417, 0.27850401401519775, -0.1692897230386734, 0.08435685187578201, -0.8380562663078308, 0.6629208922386169, -0.6688935160636902, 0.5477837324142456, -0.29285433888435364, -0.9057551026344299, -0.6925852298736572, -0.007601583376526833, -0.009854108095169067, -0.5454339981079102, 0.655768096446991, 0.22817984223365784, -0.7790805697441101, -0.232464000582695, 0.3885781168937683, -0.6362813115119934, 0.1864721029996872]",0,0,0.8687725,2.7955735
Valiant,"[-0.7959266304969788, 0.049948956817388535, -1.0541396141052246, -0.16539911925792694, 0.11852246522903442, 0.17047245800495148, -0.4248861074447632, -0.5453078150749207, 0.646543562412262, 0.6390119194984436, 0.17823180556297302, 0.22257374227046967, 0.22204282879829407, 0.31156104803085327, 0.20842963457107544, -0.27115562558174133, 0.2621051073074341, -0.7411668300628662, -1.1408213376998901, 0.09940033406019211, -0.4428870677947998, 0.040392111986875534, -0.08092419803142548, 1.2728639841079712, 0.45948100090026855, 0.7342195510864258, -0.9441777467727661, 0.14982850849628448, -0.07698739320039749, 0.03140408918261528, -0.5139449834823608, -0.053415119647979736, -0.46520495414733887, 0.3369303345680237, 0.1978324055671692, 0.2647576928138733, 0.44147104024887085, -0.5276014804840088, 0.47109517455101013, -0.20118235051631927, 0.9324897527694702, 0.9336576461791992, 0.7372972369194031, -0.07444511353969574, 0.7342445850372314, -0.7757533192634583, -0.3685252070426941, -0.8137478828430176, 0.7132806777954102, -0.32795479893684387, -0.3035336434841156, 0.4626835882663727, -0.9855772852897644, 0.26092666387557983, -0.10682979226112366, 0.38288170099258423, 0.4087243676185608, 0.8427338600158691, 0.3083171844482422, -0.3424519896507263, 0.3621945083141327, -0.28665298223495483, -0.26367953419685364, 0.3734986484050751]",0,0,-12.256945,13.425092
